InvoiceNumber,SalesChannel,WarehouseLocationCode,ProcurementDate,SalesOrderDate,DispatchDate,DeliveryDate,Currency,SalesRepID,CustomerID,BranchCode,ProductCode,QuantityOrdered,DiscountRate,UnitSalePrice,UnitProductionCost
SO - 0005653,Agency,MHD1003,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-04-14 00:00:00,2020-04-22 00:00:00,IRR,4,2749,SHZ003,1063,8,0.15,1768.8,884.4
SO - 0005654,Online,ISF1002,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-04-17 00:00:00,2020-04-20 00:00:00,IRR,17,2122,SHZ003,1031,2,0.4,743.7,632.145
SO - 0005655,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-04-12 00:00:00,2020-04-16 00:00:00,IRR,24,2167,SHZ003,1076,1,0.2,1869.3,1028.115
SO - 0005656,Distributor,MHD1003,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-04-04 00:00:00,2020-04-12 00:00:00,IRR,7,2564,TEH001,1018,2,0.1,2385.2,1025.636
SO - 0005657,Distributor,MHD1003,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-03-29 00:00:00,2020-04-06 00:00:00,IRR,3,2289,MHD004,1062,4,0.075,3484,2160.08
SO - 0005658,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-04-04 00:00:00,2020-04-13 00:00:00,IRR,1,2559,TEH001,1054,7,0.05,3872.6,2517.19
SO - 0005659,Distributor,TEH1001,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-04-06 00:00:00,2020-04-08 00:00:00,IRR,23,2952,MHD004,1006,5,0.4,3142.3,2419.571
SO - 0005660,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-04-01 00:00:00,2020-04-11 00:00:00,IRR,28,2453,ISF002,1090,3,0.1,3852.5,2080.35
SO - 0005661,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-03-28 00:00:00,2020-04-01 00:00:00,IRR,3,2697,TEH001,1013,8,0.075,917.9,715.962
SO - 0005662,Distributor,MHD1003,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-04-15 00:00:00,2020-04-21 00:00:00,IRR,15,2286,SHZ003,1066,6,0.2,234.5,147.735
SO - 0005663,Agency,TBZ1004,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-04-14 00:00:00,2020-04-24 00:00:00,IRR,28,2726,ISF002,1046,5,0.2,1829.1,969.423
SO - 0005664,Online,TEH1001,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-03-31 00:00:00,2020-04-07 00:00:00,IRR,13,2996,TEH001,1084,4,0.05,5125.5,2408.985
SO - 0005665,Online,TEH1001,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-03-23 00:00:00,2020-03-28 00:00:00,IRR,2,2581,TBZ005,1067,3,0.075,1963.1,1531.218
SO - 0005666,Distributor,ISF1002,2019-12-01 00:00:00,2020-03-21 00:00:00,2020-04-09 00:00:00,2020-04-14 00:00:00,IRR,23,2011,TEH001,1058,4,0.3,167.5,78.725
SO - 0005667,Agency,MHD1003,2019-12-01 00:00:00,2020-03-22 00:00:00,2020-04-19 00:00:00,2020-04-26 00:00:00,IRR,23,2650,SHZ003,1079,4,0.1,3966.4,2776.48
SO - 0005668,Direct Sales,TBZ1004,2019-12-01 00:00:00,2020-03-22 00:00:00,2020-04-05 00:00:00,2020-04-11 00:00:00,IRR,8,2095,MHD004,1061,3,0.075,1031.8,577.808
SO - 0005669,Distributor,TBZ1004,2019-12-01 00:00:00,2020-03-22 00:00:00,2020-04-14 00:00:00,2020-04-16 00:00:00,IRR,26,2876,SHZ003,1087,7,0.05,227.8,145.792
SO - 0005670,Distributor,TBZ1004,2019-12-01 00:00:00,2020-03-22 00:00:00,2020-04-05 00:00:00,2020-04-07 00:00:00,IRR,22,2276,ISF002,1087,8,0.1,3892.7,2335.62
SO - 0005671,Distributor,ISF1002,2019-12-01 00:00:00,2020-03-22 00:00:00,2020-03-29 00:00:00,2020-04-02 00:00:00,IRR,23,2685,TBZ005,1018,2,0.1,1319.9,1042.721
SO - 0005672,Agency,MHD1003,2019-12-01 00:00:00,2020-03-22 00:00:00,2020-04-17 00:00:00,2020-04-24 00:00:00,IRR,3,2782,SHZ003,1069,5,0.1,1313.2,958.636
SO - 0005673,Distributor,TBZ1004,2019-12-01 00:00:00,2020-03-22 00:00:00,2020-04-13 00:00:00,2020-04-22 00:00:00,IRR,11,2409,TBZ005,1055,2,0.2,3001.6,2251.2
SO - 0005674,Agency,TEH1001,2019-12-01 00:00:00,2020-03-22 00:00:00,2020-04-14 00:00:00,2020-04-22 00:00:00,IRR,18,2203,TBZ005,1079,8,0.1,234.5,187.6
SO - 0005675,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-03-22 00:00:00,2020-04-02 00:00:00,2020-04-09 00:00:00,IRR,14,2081,TBZ005,1061,4,0.05,1125.6,596.568
SO - 0005676,Distributor,TBZ1004,2019-12-01 00:00:00,2020-03-23 00:00:00,2020-03-25 00:00:00,2020-03-26 00:00:00,IRR,7,2730,TEH001,1070,8,0.2,1018.4,682.328
SO - 0005677,Online,ISF1002,2019-12-01 00:00:00,2020-03-23 00:00:00,2020-04-07 00:00:00,2020-04-09 00:00:00,IRR,13,2778,TBZ005,1099,4,0.075,5587.8,4637.874
SO - 0005678,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-03-23 00:00:00,2020-04-17 00:00:00,2020-04-25 00:00:00,IRR,5,2770,MHD004,1026,1,0.05,891.1,543.571
SO - 0005679,Direct Sales,TBZ1004,2019-12-01 00:00:00,2020-03-23 00:00:00,2020-04-03 00:00:00,2020-04-12 00:00:00,IRR,1,2034,TBZ005,1040,5,0.05,1118.9,783.23
SO - 0005680,Agency,TBZ1004,2019-12-01 00:00:00,2020-03-24 00:00:00,2020-04-18 00:00:00,2020-04-23 00:00:00,IRR,13,2584,MHD004,1037,4,0.3,1768.8,1096.656
SO - 0005681,Distributor,ISF1002,2019-12-01 00:00:00,2020-03-24 00:00:00,2020-04-17 00:00:00,2020-04-18 00:00:00,IRR,20,2466,ISF002,1066,3,0.05,984.9,699.279
SO - 0005682,Agency,ISF1002,2019-12-01 00:00:00,2020-03-24 00:00:00,2020-04-20 00:00:00,2020-04-30 00:00:00,IRR,2,2382,MHD004,1094,5,0.1,1045.2,491.244
SO - 0005683,Distributor,TEH1001,2019-12-01 00:00:00,2020-03-24 00:00:00,2020-03-31 00:00:00,2020-04-09 00:00:00,IRR,19,2582,ISF002,1099,7,0.05,3939.6,3151.68
SO - 0005684,Distributor,ISF1002,2019-12-01 00:00:00,2020-03-24 00:00:00,2020-03-31 00:00:00,2020-04-08 00:00:00,IRR,27,2960,MHD004,1063,2,0.1,2934.6,1291.224
SO - 0005685,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-03-24 00:00:00,2020-04-20 00:00:00,2020-04-30 00:00:00,IRR,7,2819,MHD004,1032,1,0.05,6271.2,3261.024
SO - 0005686,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-03-24 00:00:00,2020-03-26 00:00:00,2020-04-05 00:00:00,IRR,17,2797,SHZ003,1063,4,0.05,3819,2253.21
SO - 0005687,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-03-24 00:00:00,2020-04-14 00:00:00,2020-04-24 00:00:00,IRR,21,2504,TBZ005,1081,8,0.05,2398.6,1439.16
SO - 0005688,Distributor,ISF1002,2019-12-01 00:00:00,2020-03-24 00:00:00,2020-04-09 00:00:00,2020-04-11 00:00:00,IRR,24,2784,TEH001,1031,6,0.4,3926.2,2473.506
SO - 0005689,Distributor,TEH1001,2019-12-01 00:00:00,2020-03-24 00:00:00,2020-03-31 00:00:00,2020-04-07 00:00:00,IRR,17,2581,SHZ003,1047,1,0.05,1058.6,783.364
SO - 0005690,Online,MHD1003,2019-12-01 00:00:00,2020-03-24 00:00:00,2020-04-03 00:00:00,2020-04-06 00:00:00,IRR,22,2195,MHD004,1067,2,0.1,804,683.4
SO - 0005691,Online,ISF1002,2019-12-01 00:00:00,2020-03-24 00:00:00,2020-03-26 00:00:00,2020-04-02 00:00:00,IRR,21,2610,SHZ003,1096,1,0.15,1125.6,945.504
SO - 0005692,Agency,MHD1003,2019-12-01 00:00:00,2020-03-25 00:00:00,2020-03-28 00:00:00,2020-04-04 00:00:00,IRR,17,2073,SHZ003,1096,8,0.2,3504.1,2417.829
SO - 0005693,Online,TBZ1004,2019-12-01 00:00:00,2020-03-25 00:00:00,2020-04-19 00:00:00,2020-04-22 00:00:00,IRR,2,2144,TEH001,1039,1,0.2,3082,2311.5
SO - 0005694,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-03-25 00:00:00,2020-03-29 00:00:00,2020-04-07 00:00:00,IRR,8,2955,TBZ005,1070,6,0.075,1695.1,678.04
SO - 0005695,Online,ISF1002,2019-12-01 00:00:00,2020-03-25 00:00:00,2020-04-06 00:00:00,2020-04-11 00:00:00,IRR,23,2079,SHZ003,1076,8,0.05,5406.9,4055.175
SO - 0005696,Distributor,MHD1003,2019-12-01 00:00:00,2020-03-25 00:00:00,2020-04-13 00:00:00,2020-04-16 00:00:00,IRR,1,2810,TEH001,1097,1,0.4,1815.7,1434.403
SO - 0005697,Direct Sales,TBZ1004,2019-12-01 00:00:00,2020-03-25 00:00:00,2020-04-13 00:00:00,2020-04-19 00:00:00,IRR,5,2293,SHZ003,1048,7,0.2,1983.2,1189.92
SO - 0005698,Online,TEH1001,2019-12-01 00:00:00,2020-03-25 00:00:00,2020-04-19 00:00:00,2020-04-20 00:00:00,IRR,3,2613,MHD004,1054,1,0.05,207.7,114.235
SO - 0005699,Distributor,MHD1003,2019-12-01 00:00:00,2020-03-26 00:00:00,2020-04-17 00:00:00,2020-04-26 00:00:00,IRR,7,2066,TEH001,1019,8,0.075,6371.7,2803.548
SO - 0005700,Distributor,TBZ1004,2019-12-01 00:00:00,2020-03-26 00:00:00,2020-04-13 00:00:00,2020-04-22 00:00:00,IRR,6,2994,MHD004,1041,5,0.05,1058.6,455.198
SO - 0005701,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-03-26 00:00:00,2020-04-13 00:00:00,2020-04-20 00:00:00,IRR,12,2783,MHD004,1072,3,0.075,5085.3,2796.915
SO - 0005702,Distributor,TBZ1004,2019-12-01 00:00:00,2020-03-26 00:00:00,2020-04-08 00:00:00,2020-04-15 00:00:00,IRR,6,2369,ISF002,1035,7,0.4,3912.8,1839.016
SO - 0005703,Online,TBZ1004,2019-12-01 00:00:00,2020-03-27 00:00:00,2020-04-11 00:00:00,2020-04-14 00:00:00,IRR,14,2957,TEH001,1059,7,0.1,1078.7,571.711
SO - 0005704,Distributor,TEH1001,2019-12-01 00:00:00,2020-03-27 00:00:00,2020-04-03 00:00:00,2020-04-13 00:00:00,IRR,25,2345,TEH001,1071,8,0.2,1165.8,920.982
SO - 0005705,Agency,ISF1002,2019-12-01 00:00:00,2020-03-27 00:00:00,2020-04-01 00:00:00,2020-04-10 00:00:00,IRR,11,2512,TEH001,1013,5,0.1,1963.1,863.764
SO - 0005706,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-03-27 00:00:00,2020-04-01 00:00:00,2020-04-11 00:00:00,IRR,14,2945,ISF002,1076,3,0.2,844.2,616.266
SO - 0005707,Online,MHD1003,2019-12-01 00:00:00,2020-03-27 00:00:00,2020-04-16 00:00:00,2020-04-23 00:00:00,IRR,7,2380,TEH001,1054,4,0.15,5165.7,2737.821
SO - 0005708,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-03-27 00:00:00,2020-03-31 00:00:00,2020-04-02 00:00:00,IRR,2,2454,SHZ003,1000,2,0.15,2485.7,2063.131
SO - 0005709,Online,TBZ1004,2019-12-01 00:00:00,2020-03-28 00:00:00,2020-04-07 00:00:00,2020-04-15 00:00:00,IRR,27,2199,ISF002,1067,3,0.1,1045.2,846.612
SO - 0005710,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-03-28 00:00:00,2020-04-09 00:00:00,2020-04-10 00:00:00,IRR,27,2372,ISF002,1057,2,0.075,2358.4,1532.96
SO - 0005711,Distributor,MHD1003,2019-12-01 00:00:00,2020-03-28 00:00:00,2020-04-18 00:00:00,2020-04-22 00:00:00,IRR,23,2658,MHD004,1010,2,0.1,1252.9,751.74
SO - 0005712,Direct Sales,TEH1001,2019-12-01 00:00:00,2020-03-28 00:00:00,2020-04-17 00:00:00,2020-04-26 00:00:00,IRR,21,2012,TEH001,1025,3,0.05,1058.6,825.708
SO - 0005713,Agency,ISF1002,2019-12-01 00:00:00,2020-03-28 00:00:00,2020-04-20 00:00:00,2020-04-27 00:00:00,IRR,21,2587,MHD004,1058,7,0.2,2391.9,1387.302
SO - 0005714,Agency,TBZ1004,2019-12-01 00:00:00,2020-03-28 00:00:00,2020-04-10 00:00:00,2020-04-12 00:00:00,IRR,4,2723,TBZ005,1091,4,0.075,167.5,117.25
SO - 0005715,Distributor,TBZ1004,2019-12-01 00:00:00,2020-03-28 00:00:00,2020-04-04 00:00:00,2020-04-11 00:00:00,IRR,25,2182,TBZ005,1018,8,0.05,187.6,116.312
SO - 0005716,Agency,TBZ1004,2019-12-01 00:00:00,2020-03-28 00:00:00,2020-04-16 00:00:00,2020-04-19 00:00:00,IRR,5,2024,MHD004,1029,6,0.05,234.5,189.945
SO - 0005717,Agency,ISF1002,2019-12-01 00:00:00,2020-03-28 00:00:00,2020-04-12 00:00:00,2020-04-16 00:00:00,IRR,1,2073,ISF002,1075,5,0.05,1829.1,1518.153
SO - 0005718,Agency,TEH1001,2019-12-01 00:00:00,2020-03-28 00:00:00,2020-04-12 00:00:00,2020-04-18 00:00:00,IRR,24,2682,SHZ003,1061,5,0.075,737,353.76
SO - 0005719,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-04-14 00:00:00,2020-04-24 00:00:00,IRR,5,2264,MHD004,1072,5,0.05,2231.1,1740.258
SO - 0005720,Distributor,ISF1002,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-04-13 00:00:00,2020-04-19 00:00:00,IRR,28,2870,TBZ005,1055,2,0.2,2680,1608
SO - 0005721,Online,TEH1001,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-04-02 00:00:00,2020-04-08 00:00:00,IRR,18,2348,MHD004,1013,6,0.1,4006.6,3125.148
SO - 0005722,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-04-07 00:00:00,2020-04-13 00:00:00,IRR,6,2301,ISF002,1034,6,0.1,1038.5,498.48
SO - 0005723,Distributor,ISF1002,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-04-15 00:00:00,2020-04-18 00:00:00,IRR,25,2479,MHD004,1000,8,0.075,187.6,80.668
SO - 0005724,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-04-20 00:00:00,2020-04-21 00:00:00,IRR,25,2604,ISF002,1066,5,0.1,757.1,386.121
SO - 0005725,Agency,TBZ1004,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-04-13 00:00:00,2020-04-19 00:00:00,IRR,7,2136,SHZ003,1050,3,0.2,857.6,360.192
SO - 0005726,Distributor,MHD1003,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-04-02 00:00:00,2020-04-03 00:00:00,IRR,19,2094,MHD004,1032,7,0.075,5768.7,4268.838
SO - 0005727,Online,MHD1003,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-04-04 00:00:00,2020-04-13 00:00:00,IRR,22,2289,ISF002,1025,4,0.05,2291.4,1695.636
SO - 0005728,Agency,ISF1002,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-04-24 00:00:00,2020-04-29 00:00:00,IRR,13,2791,TBZ005,1071,4,0.1,871,444.21
SO - 0005729,Online,MHD1003,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-04-08 00:00:00,2020-04-18 00:00:00,IRR,26,2887,TEH001,1028,2,0.4,3825.7,1836.336
SO - 0005730,Online,TEH1001,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-04-26 00:00:00,2020-05-01 00:00:00,IRR,19,2412,TEH001,1081,6,0.4,6184.1,3339.414
SO - 0005731,Agency,ISF1002,2019-12-01 00:00:00,2020-03-29 00:00:00,2020-03-31 00:00:00,2020-04-10 00:00:00,IRR,2,2715,ISF002,1054,3,0.075,2874.3,1667.094
SO - 0005732,Online,TEH1001,2019-12-01 00:00:00,2020-03-30 00:00:00,2020-04-01 00:00:00,2020-04-08 00:00:00,IRR,7,2943,TEH001,1086,2,0.05,1996.6,1197.96
SO - 0005733,Direct Sales,TEH1001,2019-12-01 00:00:00,2020-03-30 00:00:00,2020-04-06 00:00:00,2020-04-10 00:00:00,IRR,25,2306,MHD004,1026,7,0.075,2726.9,1636.14
SO - 0005734,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-03-30 00:00:00,2020-04-25 00:00:00,2020-05-02 00:00:00,IRR,3,2717,ISF002,1019,3,0.075,917.9,468.129
SO - 0005735,Online,ISF1002,2019-12-01 00:00:00,2020-03-30 00:00:00,2020-04-21 00:00:00,2020-04-22 00:00:00,IRR,4,2921,TEH001,1093,2,0.05,1085.4,803.196
SO - 0005736,Distributor,TEH1001,2019-12-01 00:00:00,2020-03-30 00:00:00,2020-04-08 00:00:00,2020-04-12 00:00:00,IRR,2,2254,TBZ005,1063,2,0.1,180.9,86.832
SO - 0005737,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-03-30 00:00:00,2020-04-18 00:00:00,2020-04-27 00:00:00,IRR,13,2121,ISF002,1030,5,0.05,3564.4,1639.624
SO - 0005738,Online,MHD1003,2019-12-01 00:00:00,2020-03-30 00:00:00,2020-04-20 00:00:00,2020-04-25 00:00:00,IRR,14,2301,TEH001,1093,7,0.075,2479,1735.3
SO - 0005739,Online,TEH1001,2019-12-01 00:00:00,2020-03-30 00:00:00,2020-04-18 00:00:00,2020-04-25 00:00:00,IRR,23,2871,SHZ003,1018,2,0.075,1132.3,600.119
SO - 0005740,Online,ISF1002,2019-12-01 00:00:00,2020-03-30 00:00:00,2020-04-22 00:00:00,2020-04-27 00:00:00,IRR,18,2067,SHZ003,1081,4,0.075,2311.5,1502.475
SO - 0005741,Agency,MHD1003,2019-12-01 00:00:00,2020-03-30 00:00:00,2020-04-13 00:00:00,2020-04-23 00:00:00,IRR,12,2677,SHZ003,1056,2,0.3,4013.3,2207.315
SO - 0005742,Agency,TBZ1004,2019-12-01 00:00:00,2020-03-31 00:00:00,2020-04-10 00:00:00,2020-04-19 00:00:00,IRR,4,2413,TEH001,1056,5,0.075,1996.6,1217.926
SO - 0005743,Direct Sales,TEH1001,2019-12-01 00:00:00,2020-03-31 00:00:00,2020-04-15 00:00:00,2020-04-18 00:00:00,IRR,18,2879,TBZ005,1079,5,0.05,1232.8,493.12
SO - 0005744,Agency,TBZ1004,2019-12-01 00:00:00,2020-03-31 00:00:00,2020-04-20 00:00:00,2020-04-30 00:00:00,IRR,7,2767,SHZ003,1046,2,0.1,3155.7,1388.508
SO - 0005745,Agency,MHD1003,2019-12-01 00:00:00,2020-03-31 00:00:00,2020-04-26 00:00:00,2020-04-29 00:00:00,IRR,13,2217,TBZ005,1095,2,0.05,710.2,497.14
SO - 0005746,Direct Sales,TEH1001,2019-12-01 00:00:00,2020-03-31 00:00:00,2020-04-05 00:00:00,2020-04-14 00:00:00,IRR,12,2767,MHD004,1000,7,0.05,5058.5,3844.46
SO - 0005747,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-03-31 00:00:00,2020-04-17 00:00:00,2020-04-20 00:00:00,IRR,17,2609,TEH001,1026,7,0.05,1206,747.72
SO - 0005748,Online,TEH1001,2019-12-01 00:00:00,2020-03-31 00:00:00,2020-04-25 00:00:00,2020-05-03 00:00:00,IRR,3,2707,TEH001,1004,1,0.2,194.3,149.611
SO - 0005749,Distributor,MHD1003,2019-12-01 00:00:00,2020-04-01 00:00:00,2020-04-29 00:00:00,2020-04-30 00:00:00,IRR,1,2147,TEH001,1075,4,0.05,1005,643.2
SO - 0005750,Online,TEH1001,2019-12-01 00:00:00,2020-04-01 00:00:00,2020-04-23 00:00:00,2020-05-02 00:00:00,IRR,21,2773,TEH001,1070,7,0.075,1058.6,624.574
SO - 0005751,Online,ISF1002,2019-12-01 00:00:00,2020-04-01 00:00:00,2020-04-18 00:00:00,2020-04-28 00:00:00,IRR,27,2131,TBZ005,1070,8,0.05,1943,1651.55
SO - 0005752,Online,MHD1003,2019-12-01 00:00:00,2020-04-01 00:00:00,2020-04-04 00:00:00,2020-04-06 00:00:00,IRR,11,2279,SHZ003,1014,3,0.05,2525.9,1288.209
SO - 0005753,Agency,MHD1003,2019-12-01 00:00:00,2020-04-01 00:00:00,2020-04-03 00:00:00,2020-04-10 00:00:00,IRR,6,2076,TEH001,1018,6,0.075,5735.2,3670.528
SO - 0005754,Distributor,ISF1002,2019-12-01 00:00:00,2020-04-01 00:00:00,2020-04-03 00:00:00,2020-04-07 00:00:00,IRR,7,2816,MHD004,1079,3,0.05,1058.6,793.95
SO - 0005755,Online,MHD1003,2019-12-01 00:00:00,2020-04-01 00:00:00,2020-04-06 00:00:00,2020-04-11 00:00:00,IRR,13,2992,SHZ003,1097,8,0.4,1239.5,607.355
SO - 0005756,Online,TBZ1004,2019-12-01 00:00:00,2020-04-01 00:00:00,2020-04-27 00:00:00,2020-05-01 00:00:00,IRR,1,2420,ISF002,1033,2,0.075,3631.4,1561.502
SO - 0005757,Online,ISF1002,2019-12-01 00:00:00,2020-04-02 00:00:00,2020-04-05 00:00:00,2020-04-10 00:00:00,IRR,4,2510,MHD004,1078,4,0.1,971.5,816.06
SO - 0005758,Distributor,MHD1003,2019-12-01 00:00:00,2020-04-02 00:00:00,2020-04-26 00:00:00,2020-05-01 00:00:00,IRR,6,2506,MHD004,1083,2,0.075,5266.2,4212.96
SO - 0005759,Direct Sales,TEH1001,2019-12-01 00:00:00,2020-04-02 00:00:00,2020-04-16 00:00:00,2020-04-19 00:00:00,IRR,18,2432,ISF002,1022,2,0.075,3919.5,2978.82
SO - 0005760,Distributor,ISF1002,2019-12-01 00:00:00,2020-04-02 00:00:00,2020-04-22 00:00:00,2020-05-01 00:00:00,IRR,12,2928,ISF002,1009,2,0.2,2398.6,1750.978
SO - 0005761,Online,TEH1001,2019-12-01 00:00:00,2020-04-02 00:00:00,2020-04-18 00:00:00,2020-04-21 00:00:00,IRR,10,2026,TBZ005,1041,5,0.075,1078.7,862.96
SO - 0005762,Agency,TBZ1004,2019-12-01 00:00:00,2020-04-02 00:00:00,2020-04-29 00:00:00,2020-05-04 00:00:00,IRR,12,2703,SHZ003,1093,2,0.05,3865.9,2860.766
SO - 0005763,Agency,MHD1003,2019-12-01 00:00:00,2020-04-02 00:00:00,2020-04-23 00:00:00,2020-04-25 00:00:00,IRR,15,2254,MHD004,1064,3,0.075,3879.3,2599.131
SO - 0005764,Online,MHD1003,2019-12-01 00:00:00,2020-04-02 00:00:00,2020-04-26 00:00:00,2020-05-05 00:00:00,IRR,16,2030,TEH001,1076,3,0.2,1011.7,566.552
SO - 0005765,Distributor,TEH1001,2019-12-01 00:00:00,2020-04-02 00:00:00,2020-04-09 00:00:00,2020-04-18 00:00:00,IRR,23,2506,MHD004,1070,1,0.075,5688.3,2502.852
SO - 0005766,Direct Sales,TBZ1004,2019-12-01 00:00:00,2020-04-02 00:00:00,2020-04-07 00:00:00,2020-04-08 00:00:00,IRR,23,2433,TEH001,1079,4,0.05,964.8,791.136
SO - 0005767,Distributor,TBZ1004,2019-12-01 00:00:00,2020-04-03 00:00:00,2020-04-07 00:00:00,2020-04-14 00:00:00,IRR,15,2746,SHZ003,1085,4,0.05,2901.1,2146.814
SO - 0005768,Direct Sales,TBZ1004,2019-12-01 00:00:00,2020-04-03 00:00:00,2020-04-20 00:00:00,2020-04-21 00:00:00,IRR,10,2270,TEH001,1028,7,0.1,1145.7,492.651
SO - 0005769,Distributor,TBZ1004,2019-12-01 00:00:00,2020-04-03 00:00:00,2020-04-30 00:00:00,2020-05-05 00:00:00,IRR,16,2539,ISF002,1007,6,0.075,924.6,656.466
SO - 0005770,Online,TBZ1004,2019-12-01 00:00:00,2020-04-03 00:00:00,2020-04-25 00:00:00,2020-05-04 00:00:00,IRR,16,2902,ISF002,1040,2,0.1,6378.4,3508.12
SO - 0005771,Agency,MHD1003,2019-12-01 00:00:00,2020-04-03 00:00:00,2020-04-19 00:00:00,2020-04-21 00:00:00,IRR,14,2614,MHD004,1030,3,0.1,1092.1,589.734
SO - 0005772,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-04-03 00:00:00,2020-04-16 00:00:00,2020-04-19 00:00:00,IRR,3,2514,TEH001,1049,7,0.15,3470.6,1874.124
SO - 0005773,Agency,TEH1001,2019-12-01 00:00:00,2020-04-03 00:00:00,2020-04-11 00:00:00,2020-04-21 00:00:00,IRR,10,2889,ISF002,1011,8,0.1,3939.6,2481.948
SO - 0005774,Distributor,MHD1003,2019-12-01 00:00:00,2020-04-03 00:00:00,2020-04-05 00:00:00,2020-04-12 00:00:00,IRR,4,2774,TBZ005,1001,3,0.2,214.4,122.208
SO - 0005775,Online,TEH1001,2019-12-01 00:00:00,2020-04-03 00:00:00,2020-04-20 00:00:00,2020-04-30 00:00:00,IRR,8,2284,TEH001,1018,7,0.3,1956.4,1584.684
SO - 0005776,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-04-03 00:00:00,2020-04-29 00:00:00,2020-05-01 00:00:00,IRR,17,2242,MHD004,1045,6,0.05,1105.5,784.905
SO - 0005777,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-04-03 00:00:00,2020-04-09 00:00:00,2020-04-18 00:00:00,IRR,25,2724,SHZ003,1026,8,0.075,1078.7,539.35
SO - 0005778,Agency,TEH1001,2019-12-01 00:00:00,2020-04-03 00:00:00,2020-04-26 00:00:00,2020-04-27 00:00:00,IRR,25,2598,TEH001,1016,4,0.075,3986.5,1913.52
SO - 0005779,Online,ISF1002,2019-12-01 00:00:00,2020-04-04 00:00:00,2020-05-02 00:00:00,2020-05-12 00:00:00,IRR,4,2851,TBZ005,1029,1,0.075,1018.4,814.72
SO - 0005780,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-04-04 00:00:00,2020-04-06 00:00:00,2020-04-10 00:00:00,IRR,23,2115,TBZ005,1076,4,0.2,1078.7,787.451
SO - 0005781,Online,TBZ1004,2019-12-01 00:00:00,2020-04-04 00:00:00,2020-04-12 00:00:00,2020-04-22 00:00:00,IRR,21,2612,ISF002,1032,6,0.2,2291.4,1260.27
SO - 0005782,Online,MHD1003,2019-12-01 00:00:00,2020-04-04 00:00:00,2020-04-14 00:00:00,2020-04-17 00:00:00,IRR,18,2368,TBZ005,1078,4,0.15,1132.3,611.442
SO - 0005783,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-04-04 00:00:00,2020-04-30 00:00:00,2020-05-08 00:00:00,IRR,25,2895,ISF002,1091,4,0.05,1132.3,702.026
SO - 0005784,Distributor,TEH1001,2019-12-01 00:00:00,2020-04-04 00:00:00,2020-04-23 00:00:00,2020-04-24 00:00:00,IRR,19,2836,SHZ003,1030,5,0.075,1025.1,563.805
SO - 0005785,Agency,TBZ1004,2019-12-01 00:00:00,2020-04-04 00:00:00,2020-04-30 00:00:00,2020-05-09 00:00:00,IRR,11,2179,TBZ005,1049,5,0.05,2351.7,1599.156
SO - 0005786,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-04-04 00:00:00,2020-04-26 00:00:00,2020-05-04 00:00:00,IRR,22,2994,ISF002,1035,7,0.05,3450.5,2070.3
